	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
GXYLT1	3.801	1.111	3.077	1.743	2.355
LOC149837	0.279	0.988	0.19	0.683	0.215
GRIN3A	0.272	0.226	0.138	0.167	0.076
FASTK	25.582	26.416	37.082	18.67	32.691
TMEM44	1.681	2.88	1.888	4.163	2.546
OR8D1	0	0	0	0	0
NLE1	7.887	3.566	9.073	5.413	7.522
OR14C36	0	0	0	0	0
DNALI1	49.367	4.262	29.502	3.356	27.338
FN3K	14.693	12.024	19.046	8.756	11.183
DHCR24	120.97	3.73	106.662	5.125	118.783
MAML1	8.709	8.268	9.997	7.755	6.875
MAP3K9	0.754	0.305	0.63	0.086	0.608
INPP5F	4.495	8.892	3.466	8.428	4.377
GNG13	0	0	0.068	0	0
NANOS3	0.454	0.097	0.686	0.037	0.303
IQCD	13.892	0.652	6.597	0.555	5.717
TASP1	10.744	4.844	7.632	6.43	8.276
NRCAM	2.826	0.039	3.27	0.084	1.893
MED25	39.267	26.82	54.13	19.047	50.286
TMEM39B	11.751	12.617	14.652	11.55	11.027
SNRNP35	9.232	8.712	12.22	9.212	9.271
DIDO1	18.187	14.36	17.691	13.472	14.431
GPR32	0	0.171	0	0	0
SMC1A	15.216	13.335	12.818	16.617	11.253
FAM71E2	0	0	0	0	0.093
DTYMK	10.586	9.334	13.746	6.952	11.104
C21orf56	2.151	3.833	3.541	4.632	3.651
HIST1H4G	0	0	0	0	0
SPRYD4	8.244	5.842	9.035	5.2	8.676
HPGD	3.63	55.614	2.424	26.52	5.207
C4orf31	17.353	0.746	6.115	0.494	0.61
SLC39A9	35.19	21.396	25.151	23.653	24.101
CDH16	24.078	0.055	17.776	0	1.128
ITGAX	2.271	3.031	3.557	1.886	4.984
PLCB2	1.743	1.771	5.017	1.628	3.646
HEXIM1	10.019	12.06	12.932	8.947	10.813
CCNA2	0.448	0.305	0.632	0.299	1.11
YPEL5	36.904	35.286	29.418	34.236	37.076
MRC2	29.328	48.419	38.297	76.052	11.824
PIF1	0.48	2.001	0.611	0.588	0.576
PSMB6	46.723	55.86	63.749	57.116	50.091
TMIGD1	0.025	0.027	0	0	0
FAM59A	2.391	2.236	1.588	1.122	1.668
LRRC37B2	7.215	5.275	5.874	3.406	6.511
SLC35A3	6.832	2.563	2.846	2.203	4.155
SNORD91A	0	0	0	0	0
TOX	0.769	0.393	0.38	0.823	0.908
ACER2	2.9	0.676	2.264	0.43	2.358
TNIK	2.314	1.174	1.044	1.502	0.519
TUBA8	2.127	1.167	2.269	0.938	1.12
TMTC1	3.009	3.524	2.098	7.202	5.724
SPANXC	0	0	0	0	0
NT5E	12.122	19.588	6.405	30.69	3.657
LOC550112	2.882	2.782	3.333	3.114	2.342
LRRC66	0.376	0.128	0.255	0.115	0.282
C11orf30	6.414	7.518	4.406	4.938	3.78
SLC2A12	2.863	2.738	2.27	1.804	4.186
QRSL1	4.634	3.222	3.987	3.737	6.1
RUNDC3B	0.623	1.913	0.692	5.615	0.433
RNF219	3.118	2.851	2.03	3.198	3.166
COL15A1	4.073	28.959	3.33	73.651	2.993
RNF214	4.388	5.258	3.983	4.633	4.462
CMTM5	0.182	0.721	0.372	1.049	0.078
OR2J3	0	0	0	0	0
ANKRD30A	0.006	0.021	0	0	0
OR51A7	0	0.065	0	0	0
INPP5D	7.274	2.689	3.44	5.089	4.688
PPP1R1A	0.851	2.664	1.478	0.834	0.588
CYFIP1	33.699	28.411	36.364	35.477	37.845
ACCSL	0	0.017	0.037	0	0
TLE4	8.021	5.341	5.619	6.209	4.013
ASL	9.102	7.219	8.485	7.168	8.658
NCRNA00093	0.464	0.312	0.258	0.265	0.529
TXNDC9	10.113	7.61	7.18	10.405	11.389
SKA1	1.316	2.951	1.701	0.436	1.781
HCN3	0.576	1.321	0.721	0.512	0.892
HNRPLL	11.368	7.614	7.879	10.179	8.891
BRP44L	15.227	14.371	16.457	16.798	17.45
WDR92	8.99	3.165	5.633	4.081	6.492
OR10K1	0	0.032	0	0	0
ID1	36.173	26.477	75.116	67.67	12.203
PWWP2B	10.273	4.774	17.291	5.612	10.411
PGGT1B	4.733	3.804	3.584	3.729	4.827
C1orf85	17.355	23.826	18.029	13.553	26.975
MCM4	7.201	3.773	7.562	2.869	6.51
OR2B11	0	0.032	0	0.037	0
MCF2	0.467	0.025	0.576	0.028	0.015
NEK10	5.742	0	1.946	0.055	5.129
PCDH11X	0.242	0.771	0.223	0.156	0.328
GH2	0	0	0	0	0
FBXL15	4.364	5.558	10.661	5.214	5.077
HOXB13	0.019	0.01	0.034	0.012	0.019
FAM162B	1.663	1.486	1.725	2.338	0.491
SLC4A10	0.287	0.005	0.129	0.013	0.026
LOC644165	1.206	0.967	1.656	1.502	1.246
DYRK1B	21.459	9.889	22.676	6.831	21.928
IL20RA	12.123	2.755	6.756	2.758	12.61
ADAM18	0	0	0	0	0
ITGB1BP2	0.147	7.425	0.376	5.964	0.399
NLRP12	1.495	2.431	1.652	0.419	1.654
SCARNA5	0.309	0.55	0.123	0	0
KDM2B	12.175	10.339	12.516	7.612	10.031
HAGH	15.419	12.966	14.127	9.196	14.18
MAGEA5	0	0	0	0	0
ARL6IP1	58.106	25.685	49.125	46.52	57.338
C1orf203	6.121	3.942	6.475	5.197	5.942
CABP1	0.295	1.674	0.65	2.92	0.295
C7orf16	0	0	0	0.02	0.017
ITPKA	0.482	0.052	0.614	0.079	0.177
OR4K17	0	0	0	0	0
SDR16C5	0.141	0.01	0.056	0.035	0.151
PNMA1	24.326	32.33	24.684	32.919	29.316
HPS6	9.536	5.309	12.152	5.507	10.082
AMOTL2	21.107	54.392	25.79	23.328	18.356
FAM134A	30.653	20.353	35.235	18.071	33.508
PRSS16	9.568	0.053	10.674	0.101	12.124
COL5A2	2.042	13.596	1.586	9.415	1.231
RBM5	34.446	31.838	42.778	25.72	41.208
SLCO3A1	14.245	6.056	14.344	11.755	23.627
LHFPL4	0.018	0.156	0.091	0.072	0.099
DISC2	0.029	0.047	0.026	0.009	0.022
KGFLP1	0.571	1.83	1.258	1.117	0.967
OR10R2	0	0	0	0	0
BOC	25.472	62.91	38.891	45.798	35.589
BAG4	3.658	3.494	2.906	2.603	2.851
SEC14L2	0.709	0.892	1.842	0.743	5.204
DPT	32.777	52.147	32.908	193.866	1.979
PRKRIP1	5.349	5.986	8.135	5.176	6.269
BAIAP3	51.773	0.643	34.509	1.085	35.515
ACTR3C	2.467	0.477	2.104	0.633	2.467
TNPO1	13.32	14.132	8.788	14.722	11.966
EFTUD1	5.048	4.357	4.75	3.792	4.805
PELP1	24.302	15.315	25.489	14.099	19.079
GATA2	8.942	20.603	11.938	18.5	6.954
C16orf63	12.216	6.909	9.76	8.737	12.429
FBXO36	8.719	1.131	4.008	1.159	5.087
MYH2	0.098	1.226	0.039	0.148	0.065
KIF4A	0.599	0.055	0.361	0.032	1.467
CHAF1A	2.901	3.422	3.372	1.195	2.482
TLL2	0.033	0.127	0.127	0.146	0.04
MED11	14.643	8.076	15.614	7.91	18.036
P2RX6	0.491	0.611	0.222	0.065	0.12
RASSF7	47.509	2.54	68.296	1.318	46.327
CMAH	11.518	7.794	9.771	8.072	7.912
PKNOX1	10.216	5.376	9.86	9.44	8.881
ARRDC2	6.815	5.906	8.583	20.888	10.709
HLA-F	16.981	29.231	21.476	33.41	53.172
SNORD116-2	0	0	0	0	0
DPPA3	0.055	0.029	0	0.034	0
MTSS1	8.002	4.274	5.922	5.34	2.193
HOXD12	0	0.037	0	0	0
SYNGR3	0.362	0.104	0.399	0.085	0.975
DBR1	5.542	4.438	4.728	5.264	5.688
C1orf27	4.905	3.229	3.747	3.254	4.074
URGCP	10.422	10.199	11.122	8.402	10.107
C7orf58	6.506	32.133	5.554	34.074	7.766
NDUFA4L2	1.324	10.415	1.474	9.598	1.728
TMEM212	11.396	5.261	6.059	2.186	7.397
ARRB1	5.862	15.061	6.469	13.932	2.859
ZNF683	3.535	0.275	2.909	0.063	11.667
SNORD34	0	0	0	0	0
DPCR1	0.022	0.006	0.013	0.02	0
DKFZP434L187	0.092	0.118	0.077	0.034	0.138
USP54	13.813	5.501	10.707	4.491	10.807
ZNF432	3.51	1.64	2.767	1.42	2.252
FASN	41.244	32.32	52.005	33.486	39.928
TTC24	0.018	0.019	0.042	0.044	0.125
SEPHS1	24.154	10.747	26.221	14.411	16.327
PILRA	3.37	2.631	4.471	2.589	4.493
NCRNA00119	0.012	0.025	0	0.014	0
GSTM3	5.15	8.746	6.301	16.289	2.374
RNF130	38.54	33.996	43.745	44.948	39.614
CXCL13	0	0.075	0.084	0.058	0
SELENBP1	94.608	55.611	102.665	24.937	61.76
BBS9	7.809	4.652	4.43	3.512	5.127
CXCR2	0.075	0.526	0.14	0.131	0.203
HIST1H2BN	0.963	0.49	1.095	0.562	0.504
CCDC134	3.151	1.519	2.775	0.665	2.221
C6orf176	0.211	9.205	2.923	0.258	0.114
CELSR1	30.205	1.218	31.57	1.877	20.892
ASTN2	7.866	1.811	6.628	2.465	3.661
GOLGA6B	0.045	0.077	0.032	0.022	0.108
ZDHHC23	1.545	0.445	0.895	0.613	2.492
SOX18	3.298	10.525	10.362	12.715	4.115
KIAA0652	19.682	13.066	17.614	13.313	20.173
LOC100128640	1.63	0.95	2.204	0.908	2.485
VTA1	12.452	6.157	8.86	7.193	9.96
GARS	13.319	13.075	12.991	15.53	12.966
B3GALT1	0.026	0	0.047	0.032	0.026
GOLPH3	27.561	19.026	23.264	22.523	28.971
RNF222	0.252	0.628	0.49	0.103	0.448
RGPD4	1.736	1.519	1.263	1.379	1.596
LOC100128675	0.095	0.038	0.184	0	0.142
ZNF609	9.109	13.974	6.68	8.878	8.508
DEPDC1B	0.096	0.026	0.115	0.074	0.228
MICALL1	9.201	26.955	8.978	20.774	13.513
UCN	0.093	0.398	1.111	0	0.419
BCS1L	10.179	9.065	13.059	8.727	10.504
CCDC76	2.851	1.972	2.909	1.958	3.482
NCRNA00152	2.907	1.243	5.766	4.821	7.96
PCDHB17	0.154	0.355	0.326	0.204	0.047
GHDC	20.74	10.724	30.386	11.258	23.825
METT5D1	4.272	2.732	3.217	2.014	3.46
OR8S1	0	0.028	0	0	0
RNASE3	0.08	0.085	0.239	0	0.12
LOC441208	7.863	14.445	11.707	5.112	7.893
ZNF136	4.839	3.19	4.136	3.126	3.788
TP53TG3B	0.257	0.217	0.23	0.223	0.032
FRAT1	1.9	1.431	2.939	2.156	1.889
TIAM2	1.569	1.108	1.65	0.864	0.986
PKP1	0.271	0.017	0.038	0.098	0.011
WDR66	20.113	0.219	7.69	0.382	11.469
PAK1	17.139	14.84	14.755	14.902	20.054
SC5DL	7.071	5.246	5.294	5.497	5.663
C2orf14	0.064	0	0.015	0	0
CFLP1	0.068	0.202	0.065	0.017	0.108
KIAA1671	14.987	4.074	12.222	5.309	14.227
PSMD7	20.527	29.288	19.403	27.367	22.908
AKR1C4	0.599	0.026	0.172	0.029	0.048
TTPA	0.069	0	0.027	0.028	0.16
CCNB2	0.56	0.161	1.054	0.106	1.938
C7orf49	16.296	12.452	21.73	12.306	16.42
HNRNPL	92.445	90.596	105.643	85.15	99.357
LOC100128822	2.822	1.767	3.441	0.988	3.043
PDZRN3	6.62	52.167	7.527	47.213	4.729
MYO9B	7.092	15.056	10.734	14.816	10.267
NARFL	10.55	9.229	14.219	6.489	10.988
SEMA4G	4.93	0.972	3.84	0.875	2.089
ZBTB37	0.423	0.439	0.297	0.168	0.162
SERBP1	43.632	22.389	38.001	31.906	34.285
PTPLAD2	12.87	7.766	7.785	8.409	14.986
SLC8A2	0.306	11.851	0.68	10.234	0.453
SGCG	0.867	0.491	0.771	0.021	0.34
CAGE1	0	0.044	0.033	0.017	0.027
CARS2	16.007	11.637	23.473	13.598	18.223
AGTR2	0.158	0.011	0.165	5.876	0.02
ZNF148	5.998	4.98	3.904	5.225	4.594
FLJ46111	0.016	0.033	0.075	0	0.031
WASH7P	27.695	29.84	50.722	21.7	37.765
JAKMIP1	0.058	0.05	0.139	0.257	0.093
PPP2CA	32.757	31.176	28.558	28.443	28.716
PFKFB3	31.575	12.382	49.545	6.101	19.286
LRRIQ1	7.03	0.355	2.133	0.234	3.05
TUBB	217.661	290.121	224.356	222.893	190.787
FAM111A	7.903	4.15	7.761	4.461	11.706
TTC33	3.901	3.674	2.502	3.175	3.167
LOC283867	0	0	0	0	0
CATSPER2	0.768	0.995	0.839	0.4	1.96
CHUK	4.585	4.124	2.819	3.666	3.493
LOC100130776	2.357	3.34	10.608	5.638	5.761
ABCG1	4.176	1.792	3.979	2.605	8.869
PNCK	1.104	22.507	0.821	3.282	0.959
KCNH4	0	0.117	0.052	0.197	0.036
GRIP1	2.794	0.632	2.698	0.379	1.716
FOXE3	0	0	0.017	0	0.014
C20orf144	0.053	0	0.063	0	0
HIST1H2BA	0	0	0	0	0
SNORD21	0	0	0	0	0
RBM10	25.919	15.964	32.484	16.8	22.329
CLPTM1L	40	27.748	44.697	32.339	35.788
SNORD116-19	0	0	0	0	0
HOOK1	7.612	0.022	3.717	0.056	3.71
MYOF	38.516	28.248	41.469	35.892	46.992
HIAT1	17.393	15.138	11.248	15.017	14.105
CLCN1	0.168	0.315	0.402	0.309	0.042
DNM3	5.696	3.287	2.465	3.681	1.125
RERE	42.548	53.536	45.207	44.67	30.289
CEBPD	15.81	19.819	66.614	37.798	31.956
XDH	0.04	0.011	0.131	0.006	0.15
SH2D5	0.039	0.066	0.065	0.076	0.062
TRIM53	0	0	0	0	0
HBII-52-45	0	0	0	0	0
HIST1H1D	0.074	0	0	0.09	0.037
HYDIN	55.069	2.351	26.217	0.875	33.923
SCN4B	5.64	4.478	3.541	4.814	0.767
PDSS1	1.305	1.138	1.463	1.156	1.145
CHD9	9.628	6.858	7.11	8.848	8.904
IKZF1	1.176	0.639	1.113	1.552	2.189
NBPF10	40.503	55.943	41.346	52.871	31.413
MFSD11	8.176	7.538	9.553	7.359	8.616
CCR8	0	0.022	0	0	0
MSX1	1.387	5.788	2.783	4.898	3.009
STARD8	0.952	2.766	1.178	9.073	0.397
CHD8	11.041	10.092	10.466	9.505	8.648
TEK	1.509	6.426	1.231	16.391	0.897
C13orf1	4.326	2.501	2.917	2.493	3.337
TMEM179B	44.82	19.253	48.803	25.305	48.733
PI3	0.692	0.159	0.649	0.303	31.732
VPS13C	9.202	6.468	5.171	6.247	8.364
SYTL2	2.795	6.191	2.165	9.359	3.197
AGK	16.365	11.416	16.999	13.697	17.845
ZNF630	0.905	1.186	0.811	0.707	0.792
C19orf2	27.065	14.614	23.06	22.911	23.078
OR2J2	0.137	0	0.033	0	0.192
PDIA3	92.482	51.295	90.815	78.57	110.079
GLTPD1	10.519	9.473	16.671	9.769	12.437
NCRNA00204B	0.323	0.346	0.627	0.644	0.364
CCBP2	2.079	0.436	1.805	0.768	1.472
ANPEP	0.375	1.194	0.548	0.619	3.895
HNRNPA1	578.265	256.459	636.671	479.137	556.874
PSG8	0	0.035	0	0	0
BATF	0.24	0.385	0.538	1.656	1.261
SLC6A2	0.043	0.204	0.073	0.373	0.426
OR51E2	0.092	1.681	0.037	0.466	0.164
CELA1	0	0.032	0.036	0	0
SDC1	21.382	0.344	9.651	0.452	6.059
CEACAM16	0	0.018	0.02	0	0
AKAP8	9.158	9.462	11.991	9.193	10.079
BMP5	0	0.029	0	0.016	0
NFS1	8.599	7.452	9.992	5.984	8.268
SORT1	25.578	13.292	13.485	12.453	21.565
TNNC2	1.148	2.499	1.371	1.155	1.271
FOXD4L3	0.039	0.014	0.077	0.032	0.065
LYPD6B	21.527	0.061	31.232	0.07	19.562
IQCF5	0	0	0	0	0
BRD7P3	0.012	0.1	0.056	0.014	0.035
C17orf90	10.044	6.778	18.19	6.488	15.209
PTK2	13.858	14.971	14.777	18.928	14.337
COL10A1	0.009	0.296	0.01	0.042	0.009
ZNF479	0	0	0	0	0.014
ZNF334	3.938	0.468	4.515	1.047	5.188
GPRASP2	8.283	7.437	7.06	8.027	4.983
LARS	23.253	12.918	19.952	16.879	17.02
FOXC1	1.783	2.154	0.891	3.474	1.675
A2M	49.711	348.666	55.736	507.438	76.117
C6orf26	7.927	1.735	3.763	1.109	4.369
GDPD3	1.126	3.06	1.512	1.38	2.111
C2orf34	2.92	2.33	2.504	2.166	3.104
MUC7	0	0	0	0	0
ABI2	16.714	10.85	10.814	13.041	11.613
ATP8B1	11.624	4.191	11.981	6.635	13.129
MTOR	8.919	9.833	8.103	7.429	9.323
KBTBD12	1.338	1.956	1.961	0.518	1.982
ANKAR	0.72	1.245	0.951	0.92	1.134
C1orf9	15.131	4.559	8.819	4.78	5.986
OR52K1	0.03	0	0.036	0	0
TPCN2	4.493	9.389	4.557	6.287	5.131
RBM26	10.542	7.869	7.91	8.372	7.304
ICA1	7.715	1.831	7.449	3.814	10.59
C5orf40	0	0.014	0.016	0	0
SLC30A2	0.167	0.013	0.299	0.058	0.382
C19orf33	70.032	0.624	136.047	0.572	93.974
C16orf73	0.077	0.033	0.129	0.075	0.062
SCARNA27	0	0.243	0.271	0	0.227
GORASP1	15.593	12.871	13.624	12.549	15.687
TMEM200C	1.058	0.016	0.605	0.055	1.014
SNORD115-40	0	0	0	0	0
IL11	0.252	0.337	0.211	0.015	0.29
ARHGEF10	9.426	10.444	10.821	19.663	9.253
ANKRD55	0.027	0.029	0.016	0.448	0.027
C3orf10	99.298	93.324	99.452	99.769	124.659
SLC25A4	26.829	22.599	23.655	19.131	20.988
DMRT3	0.026	0.21	0.016	0	0.013
SRPRB	16.122	7.592	16.898	12.317	17.565
TCERG1	6.52	4.747	7.284	4.44	8.071
NR2E1	0	0	0	0	0
GAGE12J	0.05	0	0.06	0.061	0
ZMYM3	52.478	36.21	52.091	21.308	42.888
COL19A1	0.189	0.039	0	0	0.037
LDHB	209.57	109.023	157.885	159.654	197.579
CXCL11	0.288	0.287	0.961	0.117	0.537
CENPB	27.267	30.65	41.347	32.681	27.115
TXNL4A	15.775	8.538	17.965	9.88	14.85
SNRNP48	3.93	3.402	3.464	2.68	4.609
SLC10A5	0.283	0.232	0.182	0.186	0.196
KL	0.255	0.927	0.152	1.852	0.127
LTBP2	9.914	15.406	10.018	22.156	7.993
SEC11C	22.281	10.208	19.349	13.063	28.512
TMEM65	2.572	1.793	1.741	2.469	2.194
LAGE3	4.775	3.016	5.964	2.973	5.106
NCOA4	33.602	32.126	27.348	42.18	30.691
EPB41L3	22.517	3.747	9.927	12.327	5.297
C8orf4	4.872	7.161	3.244	19.53	2.857
TBC1D19	3.323	2.828	2.348	3.107	2.645
C1orf57	17.524	15.431	18.154	15.07	23.612
CSMD1	0.535	0.064	0.263	0.365	0.097
AP3M1	8.776	9.8	7.891	9.563	7.981
C1orf63	8.768	8.774	10.168	5.702	14.599
KPNA7	0.864	0	0.486	0.021	0.288
SPINT1	53.263	0.41	56.152	1.115	92.696
WNT4	4.939	0.432	4.975	0.81	0.985
HELB	0.161	0.273	0.254	0.302	0.127
FGF8	0	0	0.034	0	0
ADNP2	4.255	3.728	3.612	3.538	3.969
ETFB	39.321	29.646	65.546	35.623	40.081
MIB1	5.783	6.828	3.89	7.44	3.874
SNORD69	0	0	0	0	0
OR2T10	0.03	0	0	0	0.061
MYO5C	12.611	2.485	10.415	4.242	16.15
LOC26102	0.018	0.102	0.021	0.037	0.03
HRASLS	0.399	0.171	0.35	0.228	0.373
FAM38A	17.348	37.03	20.11	34.5	13.235
KCNJ3	0.01	0.352	0.037	0.315	0.01
CREM	6.638	11.247	8.538	7.135	6.309
EXOC8	3.817	2.292	3.304	2.448	3.115
ADAMTS10	1.255	4.703	2.801	3.423	1.662
MRS2	5.471	3.827	4.939	4.072	6.116
GHRHR	0	0	0	0	0.02
OR13C2	0.06	0	0	0	0
FAM75C1	0.049	0.044	0.182	0	0.159
TNFAIP8L1	22.375	2.784	12.08	2.429	15.236
RHCG	0.036	0.019	0.042	0	0
HEATR3	2.976	2.081	2.499	2.399	3.599
ZNF613	1.68	2.052	1.508	2.46	1.692
RHBDF1	8.989	8.754	13.494	10.748	10.73
OTUD5	27.318	22.885	28.933	19.831	23.979
VIPAR	6.62	9.202	5.712	7.74	6.922
PPT1	40.117	43.356	30.548	52.699	36.218
CCDC12	26.537	20.318	38.339	22.145	27.881
NGFR	0.745	2.656	1.009	5.381	0.318
RNF114	27.343	13.288	27.973	16.764	24.694
SNX17	57.24	42.557	58.17	50.502	49.093
PPP1R3E	1.704	1.471	1.657	1.551	2.203
KIAA1804	9.64	0.176	15.425	0.219	7.96
FAM69C	0.042	0.149	0.033	0.017	0.014
NPBWR2	0	0	0.034	0	0
GPATCH4	8.573	5.291	8.828	11.044	8.307
ABCA9	1.073	2.546	1.078	3.387	0.647
SPEF1	24.409	0.287	13.629	0.11	18.476
UNC5CL	1.223	0.515	0.916	0.335	2.381
TM7SF3	15.081	8.659	10.213	9.625	12.544
C17orf39	4.098	7.7	3.746	6.189	4.118
ZNF673	3.543	4.741	3.76	3.674	4.33
EIF4EBP1	6.103	10.641	12.545	9.835	15.044
TMEM125	17.855	0.017	22.019	0	20.369
CCL18	0.614	0.039	0.345	0.044	0.325
BMF	3.753	6.405	6.596	5.201	7.327
MMP12	0.016	0.034	0	0.019	0.502
ZNF7	5.753	6.485	6.338	5.721	6.626
GIYD2	5.091	4.928	10.976	4.065	16.614
TAS2R41	0	0	0	0	0
SREBF2	40.017	25.317	34.42	26.758	28.226
NME1	19.793	6.202	27.375	20.439	24.177
PHRF1	8.106	8.344	11.549	6.726	6.419
ADAM21	0.024	0.051	0.028	0.029	0.071
MC1R	0.542	0.747	0.965	0.439	2.076
TNFRSF25	2.501	1.886	5.44	0.879	7.329
ICAM5	0.031	0.076	0.049	0.125	0.092
RASGRF1	0.408	0.191	0.974	0.125	1.23
NXF2	0.41	0.018	0.235	0	0.426
COL8A2	4.663	8.458	5.958	4.517	3.288
ZDHHC14	3.363	16.181	8.782	15.951	4.24
FLJ33360	0.154	0.126	0.297	0.014	0.213
SLC2A10	5.675	3.153	5.277	3.646	5.77
C14orf23	0.738	3.405	0.951	0.798	0.854
ZNF557	2.317	1.446	2.133	1.598	2.069
FAM200A	2.999	1.709	2.953	2.459	3.278
TAF1A	1.194	1.329	1.66	0.982	1.096
TBKBP1	2.414	5.161	3.351	4.292	2.283
LIMCH1	9.189	2.114	4.974	4.05	9.42
DNAJC30	9.126	4.769	11.799	4.829	9.611
KCNV2	0.046	0.065	0.109	0.093	0.03
POLR3G	0.567	0.355	0.333	0.31	0.524
ZDHHC11	11.491	0.49	3.961	0.496	5.907
CD109	3.396	6.537	1.461	5.476	0.856
ACOT6	0	0.061	0.102	0	0.114
INSL4	0	0.05	0	0	0
OR5B3	0	0	0	0	0
KIAA1370	5.135	5.888	4.857	5.225	10.615
GABRR2	0.057	0.102	0.023	0.047	0.038
CDC37L1	6.391	7.809	7.076	8.481	7.072
BTBD6	14.131	13.104	18.015	16.051	15.675
TSTD1	61.11	3.627	81.914	3.688	57.189
CEACAM21	0.5	0.267	2.957	0.612	1.769
SPAG6	34.946	0.137	4.699	0.052	18.763
EFCAB4B	0.316	0.29	0.283	0.374	0.294
KTI12	3.795	2.699	4.89	4.301	3.41
KRTAP5-9	0.096	0.103	0.144	0.03	0.289
ARRB2	13.256	12.802	17.642	12.29	15.153
TCP11L2	8.181	5.983	4.205	4.298	6.59
OR4D6	0	0	0.036	0	0
C4orf35	0.018	0.039	0	0	0
SERPINB11	0	0	0	0	0
HPCAL4	0.055	0.015	0.033	0	0.007
GATA1	0.019	0.041	0.023	0.187	0.038
NAP1L2	2.344	5.543	2.251	4.251	1.545
ISCA1	14.637	13.063	12.261	11.711	16.827
GDAP2	2.692	2.424	1.798	1.747	2.172
LOC341056	0.028	0.105	0.084	0.103	0.028
KLHL29	0.867	2.645	0.805	2.84	2.326
KIT	0.6	4.51	0.322	10.128	0.37
TRPC6	1.974	0.868	0.601	1.316	0.591
LILRA5	0.116	1.275	0.59	0.57	0.233
PADI1	0	0.062	0	0	0.012
NEURL3	0.675	0.451	0.781	0.129	0.823
ARCN1	33.948	27.859	26.958	30.478	26.38
MAS1L	0.025	0.108	0	0.278	0.025
EAF2	0.973	1.596	0.968	1.113	1.168
C10orf137	2.608	2.942	2.55	2.357	2.396
MCF2L	5.06	4.409	5.695	5.522	4.343
SERINC5	11.154	2.833	9.163	2.007	5.098
FAAH	25.328	1.266	19.611	1.558	17.088
OR13H1	0	0	0	0	0
ANO8	1.2	1.566	1.864	0.688	1.935
AKNA	14.551	18.657	14.811	20.139	14.924
C12orf39	0.26	0	0.466	0	0.13
HERC6	5.743	4.921	6.144	7.425	4.998
NAGLU	8.265	10.049	12.016	10.376	13.092
MMP10	0.016	0.193	0	0.04	0.016
TFAP4	8.345	3.206	12.222	4.115	9.157
HMGN3	107.532	26.048	79.556	29.1	95.987
CRTC3	9.786	16.423	10.698	15.415	8.788
SLC2A7	0	0.02	0.022	0	0
DNAJC25	3.191	1.475	2.95	2.131	3.382
GNPDA2	7.548	9.944	5.789	8.967	6.785
TUBGCP2	46.791	19.322	45.682	17.249	29.619
CPA6	0.018	2.15	0	1.465	0
KCNF1	0.037	0	0.771	0.061	0.633
SCUBE2	3.996	2.32	5.219	3.647	2.617
SNHG4	1.897	1.133	1.932	0.478	1.897
TST	26.054	12.209	40.553	10.824	45.308
LBX2	0.162	0.173	0.166	0.028	0.093
KRT77	0	0	0	0	0
HSPB3	0.524	2.203	0.403	1.423	0.824
GLIS1	0.64	0.152	0.34	0.249	0.122
UGT2B28	0	0	0.02	0	0
WDR49	5.671	0.099	1.799	0.065	5.036
RPL4	1082.968	658.222	1247.286	1101.771	1231.548
TEKT4	12.748	0.084	8.194	0.097	7.021
FAIM	16.818	4.889	13.65	5.151	30.635
CTCFL	0.504	0.563	0.697	0.561	0.435
SF3B4	62.734	39.129	63.551	37.7	56.328
PRRG3	0	0.307	0.15	0.264	0.09
NCRNA00176	0.148	0.088	0.673	0.054	0.224
CTGF	80.144	948.201	124.792	392.382	69.774
CD27	1.09	1.165	2.573	2.343	2.445
BAK1	4.202	6.018	5.853	5.051	6.54
HSD17B8	21.501	5.197	31.508	4.963	17.796
SYN1	0.646	0.153	0.889	0.275	0.897
C20orf134	1.27	0.332	3.976	0.553	1.242
SNORD115-17	0	0	0	0	0
MCM5	14.631	14.919	22.761	12.974	17.173
CMAS	17.009	12.838	14.337	13.716	20.884
C14orf104	9.333	1.433	7.813	1.606	7.362
KCNK18	0	0	0	0	0
CTSG	0.712	6.06	0.629	1.214	0.155
HSD17B3	0.162	0.347	0.452	0.265	1.216
RALB	27.056	16.795	21.126	25.786	24.57
UBR7	10.407	8.105	8.841	8.14	10.951
RSBN1	5.077	3.613	3.454	3.471	4.101
SUSD1	2.32	1.942	1.896	2.598	1.645
NOMO2	21.217	17.471	18.722	14.673	13.706
WDR74	21.903	13.942	27.481	14.368	20.37
C20orf96	38.371	6.235	19.335	4.846	28.247
CLK2	13.893	10.676	16.815	10.427	15.368
FAM32A	33.527	34.86	34.916	32.811	36.614
IRGM	0.053	0.085	0	0	0.026
ASF1B	0.885	0.245	1.703	0.181	2.754
SLC38A7	3.1	2.961	3.014	2.088	3.014
FBF1	9.771	6.39	10.023	4.746	8.161
RGS10	26.055	16.278	30.27	18.817	43.011
CXCL12	25.961	224.698	25.102	429.206	7.18
C6orf217	3.666	0.211	3.342	0.29	2.996
SLA2	0.718	0.309	0.553	0.355	2.2
GRIN2D	0.103	0.096	0.148	0.27	0.138
C1orf168	16.764	0.044	17.821	0.017	19.641
TAS2R40	0	0	0	0	0
GNLY	1.389	1.262	4.064	2	25.527
SYT1	0.305	37.126	0.236	23.737	0.024
